airline_name,country,country_code,active
Avia Air N.V.,Aruba,ABW,N
Arubaexel,Aruba,ABW,N
Ilpo Aruba Cargo,Aruba,ABW,N
Royal Aruban Airline,Aruba,ABW,N
Tiara Air,Aruba,ABW,Y
Aruba Airlines,Aruba,ABW,Y
Ariana Afghan Airlines,Afghanistan,AFG,Y
Balkh Airlines,Afghanistan,AFG,N
Kam Air,Afghanistan,AFG,Y
Khyber Afghan Airlines,Afghanistan,AFG,N
Marcopolo Airways,Afghanistan,AFG,N
Pamir Airways,Afghanistan,AFG,N
Safi Airlines,Afghanistan,AFG,Y
East Horizon,Afghanistan,AFG,Y
Air-Angol,Angola,AGO,N
Angola Air Charter,Angola,AGO,N
Angola Air Charter,Angola,AGO,N
Angoservice,Angola,AGO,N
Aviacao Transportes Aereos e Cargas,Angola,AGO,N
Air Cruzal,Angola,AGO,N
AF-Air International,Angola,AGO,N
Aeronautica,Angola,AGO,N
Air Gemini,Angola,AGO,N
Avita-Servicos Aereos,Angola,AGO,N
Air Kissari,Angola,AGO,N
Airjet Exploracao Aerea De Carga,Angola,AGO,N
Aeropublicitaria De Angola,Angola,AGO,N
Air Metack,Angola,AGO,N
ACA-Ancargo Air Sociedade de Transporte de Carga Lda,Angola,AGO,N
Angoavia,Angola,AGO,N
Alada,Angola,AGO,N
Air Cassai,Angola,AGO,N
Aero Tropical,Angola,AGO,N
EFAOS- Agencia De Viagens e Turismo,Angola,AGO,N
Ecomex Air Cargo,Angola,AGO,N
Etram Air Wing,Angola,AGO,N
Nacoia Lda,Angola,AGO,N
Nas Air,Angola,AGO,N
Organizacoes Mambra,Angola,AGO,N
Pinframat,Angola,AGO,N
Planar,Angola,AGO,N
Socofer,Angola,AGO,N
Savanair (Angola),Angola,AGO,N
Super Luza,Angola,AGO,N
Sonair Servico Aereo,Angola,AGO,N
Transteco,Angola,AGO,N
Trans Air Welwitchia,Angola,AGO,N
TAAG Angola Airlines,Angola,AGO,Y
VH-Air Industrie,Angola,AGO,N
Voar Lda,Angola,AGO,N
Air 26,Angola,AGO,Y
Ada Air,Albania,ALB,Y
Albanian Airlines,Albania,ALB,Y
Albatros Airways,Albania,ALB,N
Belle Air,Albania,ALB,N
Aerovista Airlines,United Arab Emirates,ARE,N
Air Arabia,United Arab Emirates,ARE,Y
Avjet International (FZE),United Arab Emirates,ARE,N
Aerovista Gulf Express,United Arab Emirates,ARE,N
Abu Dhabi Amiri Flight,United Arab Emirates,ARE,Y
Al Rais Cargo,United Arab Emirates,ARE,N
Ave.com,United Arab Emirates,ARE,N
Flying Dolphin Airlines,United Arab Emirates,ARE,N
Dubai Airwing,United Arab Emirates,ARE,N
Eastern Sky Jets,United Arab Emirates,ARE,N
Elite Jets,United Arab Emirates,ARE,N
Emirates,United Arab Emirates,ARE,Y
Etihad Airways,United Arab Emirates,ARE,Y
Execujet Middle East,United Arab Emirates,ARE,N
Fair Wind Air Charter,United Arab Emirates,ARE,N
Falcon Aviation Services,United Arab Emirates,ARE,N
Fujairah Aviation Centre,United Arab Emirates,ARE,N
Hamra Air,United Arab Emirates,ARE,N
Heavylift International,United Arab Emirates,ARE,N
Cargo Plus Aviation,United Arab Emirates,ARE,Y
Jet-Ops,United Arab Emirates,ARE,N
Maximus Air Cargo,United Arab Emirates,ARE,N
Nakheel Aviation,United Arab Emirates,ARE,N
RAK Airways,United Arab Emirates,ARE,N
Red Star,United Arab Emirates,ARE,N
Royal Jet,United Arab Emirates,ARE,N
Sharjah Ruler's Flight,United Arab Emirates,ARE,N
United Arab Emirates Air Force,United Arab Emirates,ARE,N
Jupiter Airlines,United Arab Emirates,ARE,Y
Fly Dubai,United Arab Emirates,ARE,Y
Rotana Jet,United Arab Emirates,ARE,Y
American Falcon,Argentina,ARG,N
Andes Lineas Aereas,Argentina,ARG,N
Aero VIP,Argentina,ARG,N
Aerolineas Argentinas,Argentina,ARG,Y
Austral Lineas Aereas,Argentina,ARG,Y
Argentine Air Force,Argentina,ARG,N
Air Plus Argentina,Argentina,ARG,N
CATA L,Argentina,ARG,N
Dinar,Argentina,ARG,N
Hawk Air,Argentina,ARG,N
LADE - Lineas Aereas Del Estado,Argentina,ARG,N
LAN Argentina,Argentina,ARG,Y
Lineas Aereas Federales,Argentina,ARG,N
L,Argentina,ARG,Y
Patria Cargas Aereas,Argentina,ARG,N
Servicios de Transportes A,Argentina,ARG,Y
Southern Winds Airlines,Argentina,ARG,Y
Skyways,Argentina,ARG,N
TAPSA Transportes Aereos Petroleros,Argentina,ARG,N
TAN,Argentina,ARG,N
Sol Lineas Aereas,Argentina,ARG,Y
SUR Lineas Aereas,Argentina,ARG,Y
Norte Lineas Aereas,Argentina,ARG,Y
All Argentina,Argentina,ARG,Y
All Argentina Express,Argentina,ARG,Y
All America AR,Argentina,ARG,Y
Global Airlines,Argentina,ARG,Y
INAVIA Internacional,Argentina,ARG,Y
VIA Lí_neas Aí©reas,Argentina,ARG,Y
Air Armenia,Armenia,ARM,N
Aykavia Aircompany,Armenia,ARM,N
Atlantis European Airways,Armenia,ARM,Y
Armenian Airlines,Armenia,ARM,N
Armenian International Airways,Armenia,ARM,N
Arm-Aero,Armenia,ARM,N
Armavia,Armenia,ARM,Y
Aircompany Veteran,Armenia,ARM,N
Blue Airways,Armenia,ARM,N
Miapet-Avia,Armenia,ARM,N
Navigator Airlines,Armenia,ARM,N
Phoenix Avia,Armenia,ARM,N
South-Airlines,Armenia,ARM,N
Urartu-Air,Armenia,ARM,N
V-Berd-Avia,Armenia,ARM,N
Yerevan-Avia,Armenia,ARM,N
Z-Avia,Armenia,ARM,N
Baikotovitchestrian Airlines ,American Samoa,ASM,Y
Carib Aviation,Antigua and Barbuda,ATG,N
Caribbean Star Airlines,Antigua and Barbuda,ATG,N
Four Island Air,Antigua and Barbuda,ATG,N
Leeward Islands Air Transport,Antigua and Barbuda,ATG,Y
Ansett Australia,Australia,AUS,Y
Australia Asia Airlines,Australia,AUS,N
Airservices Australia,Australia,AUS,N
Alliance Airlines,Australia,AUS,Y
Aircruising Australia,Australia,AUS,N
Aircrew Check and Training Australia,Australia,AUS,N
Airnorth,Australia,AUS,Y
Air Queensland,Australia,AUS,N
Aero-Tropics Air Services,Australia,AUS,N
Airlines Of Tasmania,Australia,AUS,Y
Aus-Air,Australia,AUS,N
Australian Airlines,Australia,AUS,N
Alfa Aerospace,Australia,AUS,N
Australian Wetleasing,Australia,AUS,N
Asian Express Airlines,Australia,AUS,N
Australian air Express,Australia,AUS,N
Australian Customs Service,Australia,AUS,N
Air Swift Aviation,Australia,AUS,N
Aeropelican Air Services,Australia,AUS,Y
Aviation Consultancy Office,Australia,AUS,N
Australian Maritime Safety Authority,Australia,AUS,N
Air Whitsunday,Australia,AUS,N
CHC Helicopters,Australia,AUS,N
Cape Air Transport,Australia,AUS,N
Care Flight,Australia,AUS,N
Central Queensland Aviation College,Australia,AUS,N
Challenge Aviation,Australia,AUS,N
Commodore Aviation,Australia,AUS,N
Country Connection Airlines,Australia,AUS,N
East-West Airlines,Australia,AUS,N
Eastern Australia Airlines,Australia,AUS,N
Eastland Air,Australia,AUS,Y
Flight West Airlines,Australia,AUS,N
Froggy Corporate Aviation,Australia,AUS,N
GFW Aviation,Australia,AUS,N
Goldfields Air Services,Australia,AUS,N
Hazelton Airlines,Australia,AUS,N
Heavylift Cargo Airlines,Australia,AUS,N
Henebury Aviation,Australia,AUS,N
Horizon Airlines,Australia,AUS,Y
IPEC Aviation,Australia,AUS,N
Independent Air Freighters,Australia,AUS,N
Jet Fighter Flights,Australia,AUS,N
Jetcraft Aviation,Australia,AUS,N
Jetstar Airways,Australia,AUS,Y
Kendell Airlines,Australia,AUS,Y
Lincoln Airlines,Australia,AUS,N
Link Airways of Australia,Australia,AUS,N
MacKnight Airlines,Australia,AUS,N
Macair Airlines,Australia,AUS,Y
National Jet Express,Australia,AUS,N
National Jet Systems,Australia,AUS,Y
Nordstree (Australia),Australia,AUS,N
North West Airlines,Australia,AUS,N
Northwest Regional Airlines,Australia,AUS,N
O'Connor Airlines,Australia,AUS,N
Opal Air,Australia,AUS,N
Operational Aviation Services,Australia,AUS,N
Oxley Aviation,Australia,AUS,N
Ozjet Airlines,Australia,AUS,Y
Pacific Aviation (Australia),Australia,AUS,N
Pacific Rim Airways,Australia,AUS,N
Qantas,Australia,AUS,Y
Qwestair,Australia,AUS,N
Regional Express,Australia,AUS,Y
Rossair,Australia,AUS,N
Royal Australian Air Force,Australia,AUS,N
Sunstate Airlines,Australia,AUS,N
Sabre Pacific,Australia,AUS,N
Sunshine Express Airlines,Australia,AUS,N
Sabre Pacific,Australia,AUS,N
Southern Cross Distribution,Australia,AUS,N
Skywest Airlines,Australia,AUS,Y
Transaustralian Air Express,Australia,AUS,N
Tiger Airways Australia,Australia,AUS,Y
Tic Air,Australia,AUS,N
Transpac Express,Australia,AUS,N
V Australia Airlines,Australia,AUS,N
Virgin Australia,Australia,AUS,Y
Virgin Blue,Australia,AUS,N
Whyalla Airlines,Australia,AUS,N
BAE Systems Flight Training,Australia,AUS,N
Sharp Airlines,Australia,AUS,Y
Strategic Airlines,Australia,AUS,Y
Jayrow,Australia,AUS,Y
Llloyd Helicopters,Australia,AUS,N
Wilderness Air,Australia,AUS,Y
Whitaker Air,Australia,AUS,Y
Orchid Airlines,Australia,AUS,Y
Skywest Australia,Australia,AUS,Y
Compass Airlines (Australia),Australia,AUS,N
Flying kangaroo Airline,Australia,AUS,Y
All Australia,Australia,AUS,Y
Jetgo Australia,Australia,AUS,Y
Avia Consult Flugbetriebs,Austria,AUT,N
Amerer Air,Austria,AUT,N
Austrian Airlines,Austria,AUT,Y
Amira Air,Austria,AUT,N
ABC Bedarsflug,Austria,AUT,N
Airlink,Austria,AUT,N
Aero Charter Krifka,Austria,AUT,N
Air Alps Aviation,Austria,AUT,N
Avag Air,Austria,AUT,N
Tyrolean Airways,Austria,AUT,Y
Bannert Air,Austria,AUT,N
BACH Flugbetriebsges,Austria,AUT,N
Business Flight Salzburg,Austria,AUT,N
Charter Air,Austria,AUT,Y
Christophorus Flugrettungsverein,Austria,AUT,N
Deadalos Flugtbetriebs,Austria,AUT,N
Euromanx Airways,Austria,AUT,N
Flugwerkzeuge Aviation Software,Austria,AUT,N
Global Jet Austria,Austria,AUT,N
Goldeck-Flug,Austria,AUT,N
Grossmann Air Service,Austria,AUT,N
Heli Ambulance Team,Austria,AUT,N
Houston Jet Services,Austria,AUT,N
IJM International Jet Management,Austria,AUT,N
Intersky,Austria,AUT,Y
Jetalliance,Austria,AUT,N
Jetfly Airlines,Austria,AUT,N
LTU Austria,Austria,AUT,Y
Lauda Air,Austria,AUT,Y
Luftfahrt-Vermietungs-Dienst,Austria,AUT,N
MAP-Management and Planung,Austria,AUT,N
Magna Air,Austria,AUT,N
Mali Air,Austria,AUT,N
Niki,Austria,AUT,Y
Rath Aviaton,Austria,AUT,N
Styrian Airways,Austria,AUT,N
Teamline Air,Austria,AUT,N
Tyrolean Jet Service,Austria,AUT,N
Transped Aviation,Austria,AUT,N
Top Speed,Austria,AUT,N
Tyrol Air Ambulance,Austria,AUT,N
VIF Luftahrt,Austria,AUT,N
Welcome Air,Austria,AUT,Y
Rheintalflug,Austria,AUT,N
Robin Hood Aviation,Austria,AUT,N
Salzburg arrows,Austria,AUT,Y
ConneX European Airline,Austria,AUT,Y
Comtel Air,Austria,AUT,Y
Air Alps Aviation (A6),Austria,AUT,Y
Austrian Airtransport,Austria,AUT,N
Azal Avia Cargo,Azerbaijan,AZE,N
Azerbaijan Airlines,Azerbaijan,AZE,Y
Azalhelikopter,Azerbaijan,AZE,N
Imair Airlines,Azerbaijan,AZE,Y
Silk Way Airlines,Azerbaijan,AZE,N
Turan Air,Azerbaijan,AZE,Y
Orbit Airlines Azerbaijan,Azerbaijan,AZE,Y
Air Burundi,Burundi,BDI,N
City Connexion Airlines,Burundi,BDI,Y
Manaf International Airways,Burundi,BDI,N
Abelag Aviation,Belgium,BEL,N
Allied Command Europe (Mobile Force),Belgium,BEL,N
ASL,Belgium,BEL,N
Airventure,Belgium,BEL,N
Belgian Air Force,Belgium,BEL,N
Belgian Army,Belgium,BEL,N
Belgavia,Belgium,BEL,N
Brussels International Airlines,Belgium,BEL,N
Brussels Airlines,Belgium,BEL,Y
Belgian Navy,Belgium,BEL,N
Eurocontrol,Belgium,BEL,N
European Air Transport,Belgium,BEL,N
Flying Service,Belgium,BEL,N
Gendarmerie Belge,Belgium,BEL,N
International Air Carrier Association,Belgium,BEL,N
Jetairfly,Belgium,BEL,Y
Ostend Air College,Belgium,BEL,N
SITA,Belgium,BEL,N
Sky Service,Belgium,BEL,N
TNT Airways,Belgium,BEL,N
Thomas Cook Airlines,Belgium,BEL,Y
Thalys,Belgium,BEL,N
Virgin Express,Belgium,BEL,Y
VLM Airlines,Belgium,BEL,Y
TUI Airlines Belgium,Belgium,BEL,N
Zz,Belgium,BEL,Y
VG Airlines (IV),Belgium,BEL,N
Aero Benin,Benin,BEN,Y
Aur Rum Benin,Benin,BEN,N
Benin Golf Air,Benin,BEN,N
Benin Littoral Airways,Benin,BEN,N
Trans Air-Benin,Benin,BEN,N
West African Airlines,Benin,BEN,N
Air Burkina,Burkina Faso,BFA,Y
Burkina Airlines,Burkina Faso,BFA,N
Faso Airways,Burkina Faso,BFA,N
Compangnie Nationale Naganagani,Burkina Faso,BFA,N
Pointair Burkina,Burkina Faso,BFA,N
Presidence Du Faso,Burkina Faso,BFA,N
Transafricaine,Burkina Faso,BFA,N
Air Bangladesh,Bangladesh,BGD,Y
Air Parabet,Bangladesh,BGD,N
Bay Aviation Ltd,Bangladesh,BGD,N
Biman Bangladesh Airlines,Bangladesh,BGD,Y
Best Aviation Ltd,Bangladesh,BGD,N
Budget Air Bangladesh,Bangladesh,BGD,N
Bismillah Airlines,Bangladesh,BGD,N
Horizon Plus,Bangladesh,BGD,N
South Asian Airlines,Bangladesh,BGD,N
Speed Aviation,Bangladesh,BGD,N
Voyager Airlines,Bangladesh,BGD,N
Zoom Airways,Bangladesh,BGD,N
United Airways,Bangladesh,BGD,Y
US-Bangla Airlines,Bangladesh,BGD,Y
Air Sofia,Bulgaria,BGR,N
Aviodetachment-28,Bulgaria,BGR,N
Air Scorpio,Bulgaria,BGR,N
Air VIA,Bulgaria,BGR,Y
AVB-2004 Ltd,Bulgaria,BGR,N
Aviostart AS,Bulgaria,BGR,N
Air Concorde,Bulgaria,BGR,N
Air Ban,Bulgaria,BGR,N
Air Lazur,Bulgaria,BGR,N
Air Sport,Bulgaria,BGR,N
Air Max,Bulgaria,BGR,N
Balkan Agro Aviation,Bulgaria,BGR,N
BH Air,Bulgaria,BGR,N
Bright Aviation Services,Bulgaria,BGR,N
Bulgarian Air Charter,Bulgaria,BGR,N
Bulgarian Aeronautical Centre,Bulgaria,BGR,N
Bulgaria Air,Bulgaria,BGR,Y
Eurosense,Bulgaria,BGR,N
Heli Air Services,Bulgaria,BGR,N
Hemus Air,Bulgaria,BGR,N
Inter Air,Bulgaria,BGR,N
Intersky,Bulgaria,BGR,N
Rebus,Bulgaria,BGR,N
Skorpion Air,Bulgaria,BGR,N
Vega Airlines,Bulgaria,BGR,N
Viaggio Air,Bulgaria,BGR,N
Vointeh,Bulgaria,BGR,N
Wizz Air Hungary,Bulgaria,BGR,Y
The Amiri Flight,Bahrain,BHR,N
Bahrain Air BSC (Closed),Bahrain,BHR,N
Bahrain Defence Force,Bahrain,BHR,N
Bahrain Executive Air Services,Bahrain,BHR,N
DHL International,Bahrain,BHR,N
Global Aircargo,Bahrain,BHR,N
Gulf Air Bahrain,Bahrain,BHR,Y
Royal Bahrain Airlines,Bahrain,BHR,N
Transcontinental Air,Bahrain,BHR,N
Bahamasair,Bahamas,BHS,Y
Congo Air,Bahamas,BHS,N
Pineapple Air,Bahamas,BHS,N
Regal Bahamas International Airways,Bahamas,BHS,N
Sky Bahamas,Bahamas,BHS,N
Trinity Air Bahamas,Bahamas,BHS,N
Western Air,Bahamas,BHS,N
Southern Air Charter,Bahamas,BHS,Y
SkyBahamas Airlines,Bahamas,BHS,Y
Air Bosna,Bosnia and Herzegovina,BIH,Y
Air Srpska,Bosnia and Herzegovina,BIH,N
B&H Airlines,Bosnia and Herzegovina,BIH,N
Icar Air,Bosnia and Herzegovina,BIH,Y
Aircompany Grodno,Belarus,BLR,N
Bellesavia,Belarus,BLR,N
Belavia Belarusian Airlines,Belarus,BLR,Y
Genex,Belarus,BLR,N
Gomel Airlines,Belarus,BLR,N
Minsk Aircraft Overhaul Plant,Belarus,BLR,N
Rubystar,Belarus,BLR,N
Transaviaexport,Belarus,BLR,N
Gomelavia,Belarus,BLR,Y
Air Cargo Belize,Belize,BLZ,N
Maya Island Air,Belize,BLZ,Y
Tropic Air,Belize,BLZ,Y
Longtail Aviation,Bermuda,BMU,N
Aerocon,Bolivia,BOL,N
Amaszonas,Bolivia,BOL,Y
AASANA,Bolivia,BOL,N
Aeroeste,Bolivia,BOL,N
Aerosur,Bolivia,BOL,Y
Lineas Aereas Canedo LAC,Bolivia,BOL,N
Lloyd Aereo Boliviano,Bolivia,BOL,N
Transportes Aereos Bolivianos,Bolivia,BOL,N
Boliviana de Aviacion (OB),Bolivia,BOL,Y
ABSA - Aerolinhas Brasileiras,Brazil,BRA,Y
Abaet,Brazil,BRA,N
ATA Brasil,Brazil,BRA,N
Airvias S/A Linhas Aereas,Brazil,BRA,N
Air Minas Linhas A,Brazil,BRA,N
BETA - Brazilian Express Transportes Aereos,Brazil,BRA,N
Bringer Air Cargo Taxi Aereo,Brazil,BRA,N
BRA-Transportes Aereos,Brazil,BRA,N
Brazilian Air Force,Brazil,BRA,Y
Brasair Transportes Aereos,Brazil,BRA,N
Brazilian Army Aviation,Brazil,BRA,N
Brazilian Navy Aviation,Brazil,BRA,N
Cruiser Linhas Aereas,Brazil,BRA,N
Empresa Brasileira De Aeronautica,Brazil,BRA,N
Empressa Brasileira de Infra-Estrutura Aeroportuaria-Infraero,Brazil,BRA,N
GENSA,Brazil,BRA,N
Gol Transportes Aí©reos,Brazil,BRA,Y
Mastertop Linhas Aereas,Brazil,BRA,N
Mega Linhas Aereas,Brazil,BRA,N
Meta Linhas A,Brazil,BRA,N
NHT Lineas Aereas,Brazil,BRA,N
Nordeste Linhas Aereas Regionais,Brazil,BRA,N
Oceanair,Brazil,BRA,Y
Pantanal Linhas Aí©reas,Brazil,BRA,N
Passaredo Transportes Aereos,Brazil,BRA,Y
Phoenix Air Lines,Brazil,BRA,N
Puma Linhas Aereas,Brazil,BRA,N
Rico Linhas A,Brazil,BRA,N
Rio Air Express,Brazil,BRA,N
Rio Sul Servi,Brazil,BRA,N
Rotatur,Brazil,BRA,N
Sete Linhas Aereas,Brazil,BRA,N
TAM Brazilian Airlines,Brazil,BRA,Y
Transbrasil,Brazil,BRA,N
TEAM Transportes Aereos,Brazil,BRA,N
TAF-Linhas Aereas,Brazil,BRA,N
Total Linhas Aereas,Brazil,BRA,N
TRIP Linhas A,Brazil,BRA,Y
VICA - Viacao Charter Aereos,Brazil,BRA,N
Varig Log,Brazil,BRA,Y
VRG Linhas Aereas,Brazil,BRA,Y
VASP,Brazil,BRA,Y
WebJet Linhas A,Brazil,BRA,Y
BRAZIL AIR,Brazil,BRA,Y
Aero Brazil,Brazil,BRA,N
Azul,Brazil,BRA,Y
TrasBrasil,Brazil,BRA,Y
TransBrasil Airlines,Brazil,BRA,Y
TransHolding,Brazil,BRA,Y
TransHolding System,Brazil,BRA,Y
Fly Brasil,Brazil,BRA,Y
Austral Brasil,Brazil,BRA,Y
Cruzeiro do Sul Servicos Aereos,Brazil,BRA,N
NEXT Brasil,Brazil,BRA,Y
GNB Linhas Aereas,Brazil,BRA,Y
Whitejets,Brazil,BRA,Y
TROPICAL LINHAS AEREAS,Brazil,BRA,N
Voestar,Brazil,BRA,Y
All America BR,Brazil,BRA,Y
FOX Linhas Aereas,Brazil,BRA,Y
Aero Services,Barbados,BRB,N
Cargo Link (Caribbean),Barbados,BRB,N
Carib Express,Barbados,BRB,N
Caribbean Air Cargo,Barbados,BRB,N
Caribbean Airways,Barbados,BRB,N
Helenair (Barbados),Barbados,BRB,N
Mustique Airways,Barbados,BRB,N
Trans Island Air,Barbados,BRB,N
REDjet,Barbados,BRB,Y
CARICOM AIRWAYS (BARBADOS) INC.,Barbados,BRB,Y
Royal Brunei Airlines,Brunei,BRN,Y
Druk Air,Bhutan,BTN,Y
Air Botswana,Botswana,BWA,Y
Centrafrican Airlines,Central African Republic,CAF,N
Inter RCA,Central African Republic,CAF,N
Linex,Central African Republic,CAF,N
Minair,Central African Republic,CAF,N
Societe Centrafricaine De Transport Aerien,Central African Republic,CAF,N
611897 Alberta Limited,Canada,CAN,N
Aero Aviation Centre Ltd.,Canada,CAN,N
Angus Aviation,Canada,CAN,N
Alberta Citylink,Canada,CAN,N
Air Charters,Canada,CAN,N
Avion Taxi,Canada,CAN,N
Air Dorval,Canada,CAN,N
Advance Air Charters,Canada,CAN,N
Air Southwest Ltd.,Canada,CAN,N
Air Alma,Canada,CAN,N
Air Fecteau,Canada,CAN,N
Air Brasd'or,Canada,CAN,N
Air 500,Canada,CAN,N
Air Caledonia,Canada,CAN,N
Air Sandy,Canada,CAN,N
Algoma Airways,Canada,CAN,N
Air Integra,Canada,CAN,N
Air Baffin,Canada,CAN,N
Air Brousse,Canada,CAN,N
Air Inuit,Canada,CAN,N
Atlantic Island Airways,Canada,CAN,N
Air BC,Canada,CAN,N
Aklak Air,Canada,CAN,N
Alkan Air,Canada,CAN,N
Altair Aviation (1986),Canada,CAN,N
Alta Flights (Charters) Ltd.,Canada,CAN,N
Aviation Amos,Canada,CAN,N
Air Montreal (Air Holdings Inc.),Canada,CAN,N
Air Muskoka,Canada,CAN,N
Air Canada,Canada,CAN,Y
Air North Charter - Canada,Canada,CAN,Y
Air Park Aviation Ltd.,Canada,CAN,N
Aeropro,Canada,CAN,N
Aquila Air Ltd.,Canada,CAN,N
Arrow Aviation Ltd.,Canada,CAN,N
Air-Spray 1967 Ltd.,Canada,CAN,N
Air Star Corporation,Canada,CAN,N
Air Satellite,Canada,CAN,N
Airsprint,Canada,CAN,N
Atlantair Ltd.,Canada,CAN,N
Aero Trades (Western) Ltd.,Canada,CAN,N
Aviair Aviation Ltd.,Canada,CAN,N
Awood Air Ltd.,Canada,CAN,N
Arctic Wings And Rotors Ltd.,Canada,CAN,N
Air West,Canada,CAN,N
Alberni Airways,Canada,CAN,N
Air Atonabee,Canada,CAN,N
Air Sorel,Canada,CAN,N
Air Toronto,Canada,CAN,N
Allcanada Express,Canada,CAN,N
Air Creebec,Canada,CAN,N
Air Niagara Express,Canada,CAN,N
Air Georgian,Canada,CAN,N
Alberta Government,Canada,CAN,N
Air Nova,Canada,CAN,N
Alexandair,Canada,CAN,N
Air Canada Jazz,Canada,CAN,Y
Aero Control Air,Canada,CAN,N
Air Madeleine,Canada,CAN,N
Aerocharter,Canada,CAN,N
Air Ontario,Canada,CAN,N
Aero Taxi,Canada,CAN,N
Aviation Quebec Labrador,Canada,CAN,N
Air Roberval,Canada,CAN,N
Express Air Charter,Canada,CAN,N
Aero-North Aviation Services,Canada,CAN,N
Airspeed Aviation,Canada,CAN,N
Aero 1 Pro-Jet,Canada,CAN,N
Adler Aviation,Canada,CAN,N
Air Transat,Canada,CAN,Y
Business Air Services,Canada,CAN,N
Bradly Air (Charter) Services,Canada,CAN,N
Buffalo Airways,Canada,CAN,N
Bombardier,Canada,CAN,N
Bearskin Lake Air Service,Canada,CAN,Y
Bonair Aviation,Canada,CAN,N
Bordaire,Canada,CAN,N
Brock Air Services,Canada,CAN,N
Bar XH Air,Canada,CAN,N
Business Express Delivery,Canada,CAN,N
Bell Helicopter Textron,Canada,CAN,N
Calm Air,Canada,CAN,N
CanJet,Canada,CAN,N
Canada Jet Charters,Canada,CAN,N
Canadian Airlines,Canada,CAN,Y
Canadian Coast Guard,Canada,CAN,N
Canadian Eagle Aviation,Canada,CAN,N
Canadian Forces,Canada,CAN,N
Canadian Global Air Ambulance,Canada,CAN,N
Canadian Helicopters,Canada,CAN,N
Canadian Interagency Forest Fire Centre,Canada,CAN,N
Canadian National Telecommunications,Canada,CAN,N
Canadian North,Canada,CAN,Y
Canadian Regional Airlines,Canada,CAN,N
Canadian Warplane Heritage Museum,Canada,CAN,N
Canadian Western Airlines,Canada,CAN,N
Cargojet Airways,Canada,CAN,N
Centennial Flight Centre,Canada,CAN,N
Central Mountain Air,Canada,CAN,N
Century Aviation International,Canada,CAN,N
Chartright Air,Canada,CAN,N
Chilcotin Caribou Aviation,Canada,CAN,N
Chilliwack Aviation,Canada,CAN,N
Colibri Aviation,Canada,CAN,N
Columbia Airlines,Canada,CAN,N
Commander Air Charter,Canada,CAN,N
Commercial Aviation,Canada,CAN,N
Conair Aviation,Canada,CAN,N
Confort Air,Canada,CAN,N
Conifair Aviation,Canada,CAN,N
Connectair Charters,Canada,CAN,N
Corpac Canada,Canada,CAN,N
Corporate Airlink,Canada,CAN,N
Cougar Helicopters,Canada,CAN,N
Coval Air,Canada,CAN,N
Cree Airways,Canada,CAN,N
Crownair,Canada,CAN,N
Cypress Airlines,Canada,CAN,N
De Havilland,Canada,CAN,N
Delta Air Charter,Canada,CAN,N
Dome Petroleum,Canada,CAN,N
Dynamair Aviation,Canada,CAN,N
Eastern Pacific Aviation,Canada,CAN,N
Esso Resources Canada,Canada,CAN,N
Execair Aviation,Canada,CAN,N
Executive Flight Operations Ontario Government,Canada,CAN,N
Express Tours,Canada,CAN,N
First Air,Canada,CAN,Y
Flair Airlines,Canada,CAN,N
Flight Centre Victoria,Canada,CAN,N
Flight-Ops International,Canada,CAN,N
Flightexec,Canada,CAN,N
Fortunair Canada,Canada,CAN,N
Gander Aviation,Canada,CAN,N
Garrison Aviation,Canada,CAN,N
Geesair,Canada,CAN,N
Gendall Air,Canada,CAN,N
General Aerospace,Canada,CAN,N
General Aviation Terminal,Canada,CAN,N
Geographic Air Surveys,Canada,CAN,N
Gold Belt Air Transport,Canada,CAN,N
Golfe Air Quebec,Canada,CAN,N
Harmony Airways,Canada,CAN,N
Hawkair,Canada,CAN,Y
Helijet,Canada,CAN,Y
High-Line Airways,Canada,CAN,N
Hope Air,Canada,CAN,N
Hyack Air,Canada,CAN,N
Hydro-Quí©bec,Canada,CAN,N
ICC Canada,Canada,CAN,N
IMP Aviation Services,Canada,CAN,N
IMP Group Aviation Services,Canada,CAN,N
Innotech Aviation,Canada,CAN,N
Intair,Canada,CAN,N
Inter-Canadian,Canada,CAN,N
International Security Assistance Force,Canada,CAN,N
Irving Oil,Canada,CAN,N
Irving Oil Transport,Canada,CAN,N
Jackson Air Services,Canada,CAN,N
Jetall Holdings,Canada,CAN,N
JetsGo,Canada,CAN,N
K D Air Corporation,Canada,CAN,N
Kelner Airways,Canada,CAN,N
Kelowna Flightcraft Air Charter,Canada,CAN,N
Kenn Borek Air,Canada,CAN,N
Kent Aviation,Canada,CAN,N
Keystone Air Services,Canada,CAN,N
Knighthawk Air Express,Canada,CAN,N
Kingston Air Services,Canada,CAN,N
Knight Air,Canada,CAN,N
La Ronge Aviation Services,Canada,CAN,N
Labrador Airways,Canada,CAN,N
Little Red Air Service,Canada,CAN,N
MIT Airlines,Canada,CAN,N
Manitoulin Air Services,Canada,CAN,N
Maple Air Services,Canada,CAN,N
Max-Aviation,Canada,CAN,N
Millardair,Canada,CAN,N
Ministic Air,Canada,CAN,N
Miramichi Air Service,Canada,CAN,N
Mobil Oil,Canada,CAN,N
Moncton Flying Club,Canada,CAN,N
Morningstar Air Express,Canada,CAN,Y
Mountain Pacific Air,Canada,CAN,N
