airline_name,country,country_code,active
Aviones Unidos,Mexico,MEX,N
Aero Servicios Expecializados,Mexico,MEX,N
Aero BG,Mexico,MEX,N
Aerotaxis De La Bahia,Mexico,MEX,N
Aeromexhaga,Mexico,MEX,N
Aerolineas Bonanza,Mexico,MEX,N
Aerobona,Mexico,MEX,N
Aladia Airlines,Mexico,MEX,N
Aerocozumel,Mexico,MEX,N
Aero Jomacha,Mexico,MEX,N
Aerobanana,Mexico,MEX,N
Aero Express Intercontinental,Mexico,MEX,N
Aero Servicios,Mexico,MEX,N
Aeromover,Mexico,MEX,N
Aerovias Ejecutivas,Mexico,MEX,N
Aero Servicio Pity,Mexico,MEX,N
Aero Copter,Mexico,MEX,N
Aviones Para Servirle,Mexico,MEX,N
Aeropycsa,Mexico,MEX,N
Aero Costa Taxi Aereo,Mexico,MEX,N
Aerovitro,Mexico,MEX,N
Aerotaxi Villa Rica,Mexico,MEX,N
Aerovega,Mexico,MEX,N
Aerolineas Villaverde,Mexico,MEX,N
Aero Servicios Vanguardia,Mexico,MEX,N
Aero Virel,Mexico,MEX,N
Aerovuelox,Mexico,MEX,N
Aeronaves TSM,Mexico,MEX,N
Aviacion Comercial de America,Mexico,MEX,N
Avolar Aerolineas,Mexico,MEX,N
Aerovias Caribe,Mexico,MEX,N
Aerotaxi del Cabo,Mexico,MEX,N
Aero Cabo,Mexico,MEX,N
Aero Calafia,Mexico,MEX,N
Aerovias Castillo,Mexico,MEX,N
Aerotransportes Corporativos,Mexico,MEX,N
Aerlineas Centauro,Mexico,MEX,N
Aerocuahonte,Mexico,MEX,N
Aerocheyenne,Mexico,MEX,N
Aeromedica,Mexico,MEX,N
Aerodin,Mexico,MEX,N
Aero Modelo,Mexico,MEX,N
Aerodinamica de Monterrey,Mexico,MEX,N
Aeroservicios Dinamicos,Mexico,MEX,N
Aerotaxis Dosmil,Mexico,MEX,N
Aeronaves Del Noreste,Mexico,MEX,N
Aero Davinci International,Mexico,MEX,N
Aero Ejecutivo De Baja California,Mexico,MEX,N
Aero Ejecutivos RCG,Mexico,MEX,N
Aerolineas Comerciales,Mexico,MEX,N
Aeroservicios Ejecutivos Corporativos,Mexico,MEX,N
Arrendoora y Transportadora Aerea,Mexico,MEX,N
Aero Ermes,Mexico,MEX,N
Aero Transportes Empresariales,Mexico,MEX,N
Aero Empresarial,Mexico,MEX,N
Aero Servicios Regiomontanos,Mexico,MEX,N
Aeromaan,Mexico,MEX,N
Aerosaba,Mexico,MEX,N
Aerolineas Ejecutivas Del Sureste,Mexico,MEX,N
Aeronautica Le Esperanza,Mexico,MEX,N
Aero Siete,Mexico,MEX,N
Aerofrisco,Mexico,MEX,N
Alfa 4,Mexico,MEX,N
Aero Freight,Mexico,MEX,N
Aerosafin,Mexico,MEX,N
Aerovias del Golfo,Mexico,MEX,N
Aerotaxis Guamuchil,Mexico,MEX,N
Aeroservicios Gama,Mexico,MEX,N
Allegro,Mexico,MEX,N
Aerotaxi Grupo Tampico,Mexico,MEX,N
Aerotaxis de Aguascalientes,Mexico,MEX,N
Aviacion Ejecutiva De Hildago,Mexico,MEX,N
Aero Homex,Mexico,MEX,N
Aerotaxis Cimarron,Mexico,MEX,N
Aero International,Mexico,MEX,N
Aeroservicios Intergrados de Norte,Mexico,MEX,N
Aero Citro,Mexico,MEX,N
Aerojal,Mexico,MEX,N
Aerojobeni,Mexico,MEX,N
Arrendamiento de Aviones Jets,Mexico,MEX,N
Aero Juarez,Mexico,MEX,N
Aerokaluz,Mexico,MEX,N
Aerovias De Lagos,Mexico,MEX,N
Albisa,Mexico,MEX,N
Aerolineas Aereas Ejecutivas De Durango,Mexico,MEX,N
Aero Lider,Mexico,MEX,N
Aerolineas Ejecutivas,Mexico,MEX,N
Aerolaguna,Mexico,MEX,N
Aerolima,Mexico,MEX,N
Aerolineas Mexicanas J S,Mexico,MEX,N
Aerolineas Internacionales,Mexico,MEX,N
Aerotaxis Latinoamericanos,Mexico,MEX,N
Aerolineas Marcos,Mexico,MEX,N
Aero McFly,Mexico,MEX,N
Aeromagar,Mexico,MEX,N
Aero Premier De Mexico,Mexico,MEX,N
Aerolineas Amanecer,Mexico,MEX,N
Air Monarch Cargo,Mexico,MEX,N
Aerolineas De Morelia,Mexico,MEX,N
Aeromexpress,Mexico,MEX,N
Aeromorelos,Mexico,MEX,N
Aerol,Mexico,MEX,N
Aerotaxis Metropolitanos,Mexico,MEX,N
Aerotaxi Mexicano,Mexico,MEX,N
Aero Yaqui Mayo,Mexico,MEX,N
Aerovias Montes Azules,Mexico,MEX,N
Aero Servicios de Nuevo Laredo,Mexico,MEX,N
Aeroni,Mexico,MEX,N
Aeroejecutiva Nieto,Mexico,MEX,N
Aero Norte,Mexico,MEX,N
Aeroservicios De Nuevo Leon,Mexico,MEX,N
Aerogisa,Mexico,MEX,N
Aerolineas Olve,Mexico,MEX,N
Aerocorp,Mexico,MEX,N
Aerosan,Mexico,MEX,N
Aeropostal Cargo de Mexico,Mexico,MEX,N
Air Palace,Mexico,MEX,N
Aerolineas Chihuahua,Mexico,MEX,N
Aeroservicios California Pacifico,Mexico,MEX,N
Aero Personal,Mexico,MEX,N
Aero Servicios Platinum,Mexico,MEX,N
Apoyo Aereo,Mexico,MEX,N
Aerotransportes Privados,Mexico,MEX,N
Aeroservicio Sipse,Mexico,MEX,N
Aeroservicios Corporativos De San Luis,Mexico,MEX,N
Aerotransportes Privados,Mexico,MEX,N
Aereo Taxi Paraza,Mexico,MEX,N
Aero Quimmco,Mexico,MEX,N
Aeroserivios Del Bajio,Mexico,MEX,N
Aerocer,Mexico,MEX,N
Aero Renta De Coahuila,Mexico,MEX,N
Aerocorp,Mexico,MEX,N
Aerolineas Regionales,Mexico,MEX,N
Aero-Rent,Mexico,MEX,N
Aero-Rey,Mexico,MEX,N
Aerotransportes Rafilher,Mexico,MEX,N
Aeroservicios Jet,Mexico,MEX,N
Aero Gen,Mexico,MEX,N
Aerodan,Mexico,MEX,N
Aero Roca,Mexico,MEX,N
Aerotransportes Internacionales De Torreon,Mexico,MEX,N
Aerolineas Ejecutivas Tarascas,Mexico,MEX,N
Aerotucan,Mexico,MEX,N
Aeroxtra,Mexico,MEX,N
Aero Zano,Mexico,MEX,N
Aerosaab,Mexico,MEX,N
Aero Sudpacifico,Mexico,MEX,N
Aero Servicios Ejecutivas Del Pacifico,Mexico,MEX,N
Aero California,Mexico,MEX,N
Aerosiyusa,Mexico,MEX,N
Aero Silza,Mexico,MEX,N
Aero Sami,Mexico,MEX,N
Aerolineas Sol,Mexico,MEX,N
Aeroservicios Ejecutivos Del Pacifico,Mexico,MEX,N
Aero Servicio Corporativo,Mexico,MEX,N
Aerolineas Del Sureste,Mexico,MEX,N
Aeroservicios de La Costa,Mexico,MEX,N
Aeromar,Mexico,MEX,Y
Aerotrebol,Mexico,MEX,N
Aero Taxi de Los Cabos,Mexico,MEX,N
Aero Servicios Azteca,Mexico,MEX,N
Antair,Mexico,MEX,N
Aero Taxi Autlan,Mexico,MEX,N
Aero Util,Mexico,MEX,N
Aero Toluca Internactional,Mexico,MEX,N
Aero Taxi del Centro de Mexico,Mexico,MEX,N
Aerotropical,Mexico,MEX,N
Aero Tanala,Mexico,MEX,N
Aero Taxi del Potosi,Mexico,MEX,N
Aeroturquesa,Mexico,MEX,N
Aerolineas Turisticas del Caribe,Mexico,MEX,N
Aerotaxis del Noroeste,Mexico,MEX,N
Aerotaxis Alfe,Mexico,MEX,N
Aereotaxis,Mexico,MEX,N
Aero Tomza,Mexico,MEX,N
Atuneros Unidos de California,Mexico,MEX,N
Baja Air,Mexico,MEX,N
Banco de Mexico,Mexico,MEX,N
Blue Star Airlines,Mexico,MEX,N
COAPA AIR,Mexico,MEX,N
CRI Helicopters Mexico,Mexico,MEX,N
Cancun Air,Mexico,MEX,N
Carga Express Internacional,Mexico,MEX,N
Central De Discos De Reynosa,Mexico,MEX,N
Centro De Helicopteros Corporativos,Mexico,MEX,N
Century Aviation,Mexico,MEX,N
Chilchota Taxi Aereo,Mexico,MEX,N
Comercial Aerea,Mexico,MEX,N
Commander Mexicana,Mexico,MEX,N
Compania Ejecutiva,Mexico,MEX,N
Compania Mexicana De Aeroplanos,Mexico,MEX,N
Compania Mexicargo,Mexico,MEX,N
Consorcio Aviaxsa,Mexico,MEX,Y
Corporacion Aereo Cencor,Mexico,MEX,N
Corporacion Aeroangeles,Mexico,MEX,N
Crelam,Mexico,MEX,N
DGO Jet,Mexico,MEX,N
Desarrollo Milaz,Mexico,MEX,N
Durango Jet,Mexico,MEX,N
Ecotour,Mexico,MEX,N
Ecoturistica de Xcalak,Mexico,MEX,N
El Caminante Taxi Aereo,Mexico,MEX,N
Ensenada Vuelos Especiales,Mexico,MEX,N
Estafeta Carga Aerea,Mexico,MEX,N
Estrellas Del Aire,Mexico,MEX,N
Eximflight,Mexico,MEX,N
Expertos En Carga,Mexico,MEX,N
Facts Air,Mexico,MEX,N
First Sabre,Mexico,MEX,N
GATSA,Mexico,MEX,N
GPM Aeroservicio,Mexico,MEX,N
Gacela Air Cargo,Mexico,MEX,N
Gof-Air,Mexico,MEX,N
Ground Handling Service de Mexico,Mexico,MEX,N
Grupo De Aviacion Ejecutiva,Mexico,MEX,N
Grupoaereo Monterrey,Mexico,MEX,N
Guja,Mexico,MEX,N
Hawk De Mexico,Mexico,MEX,N
Heli Medwest De Mexico,Mexico,MEX,N
Heli Trip,Mexico,MEX,N
Heliamerica De Mexico,Mexico,MEX,N
Helicopteros Aero Personal,Mexico,MEX,N
Helicopteros Internacionales,Mexico,MEX,N
Helicopteros Y Vehiculos Nacionales Aereos,Mexico,MEX,N
Heliservicio Campeche,Mexico,MEX,N
Helitafe,Mexico,MEX,N
Helitaxi Ofavi,Mexico,MEX,N
Holding International Group,Mexico,MEX,N
Horizontes Aereos,Mexico,MEX,N
Hoteles Dinamicos,Mexico,MEX,N
Ildefonso Redriguez,Mexico,MEX,N
Interaire,Mexico,MEX,N
International Charter Services,Mexico,MEX,N
Intervuelos,Mexico,MEX,N
Island Air,Mexico,MEX,N
JS Aviation,Mexico,MEX,N
Jet Norte,Mexico,MEX,N
Jet Rent,Mexico,MEX,N
Jetpro,Mexico,MEX,N
Jets Ejecutivos,Mexico,MEX,N
Jets Y Servicios Ejecutivos,Mexico,MEX,N
Jett Paqueteria,Mexico,MEX,N
Jomartaxi Aereo,Mexico,MEX,N
La Valenciana Taxi Aereo,Mexico,MEX,N
Linea Aerea Mexicana de Carga,Mexico,MEX,N
Lineas Aereas Azteca,Mexico,MEX,N
Lineas Aereas Comerciales,Mexico,MEX,N
Lineas Aereas Ejectuivas De Durango,Mexico,MEX,N
Lineas Aereas Monarca,Mexico,MEX,N
Lineas Aereas San Jose,Mexico,MEX,N
Lineas Aereas del Humaya,Mexico,MEX,N
MasAir,Mexico,MEX,Y
MTC Aviacion,Mexico,MEX,N
Mayair,Mexico,MEX,N
Mex Blue,Mexico,MEX,N
Mex-Jet,Mexico,MEX,N
Mexicana de Aviaci,Mexico,MEX,Y
Mexico Transportes Aereos,Mexico,MEX,N
Midwest Helicopters De Mexico,Mexico,MEX,N
Monerrey Air Taxi,Mexico,MEX,N
Monky Aerotaxis,Mexico,MEX,N
Multi Taxi,Mexico,MEX,N
Naviera Mexicana,Mexico,MEX,N
Nuevo Horizonte Internacional,Mexico,MEX,N
Omniflys,Mexico,MEX,N
Operadora Turistica Aurora,Mexico,MEX,N
Operadora de Lineas Ejecutivas,Mexico,MEX,N
Operadora de Transportes Aereos,Mexico,MEX,N
Operadora de Veulos Ejectutivos,Mexico,MEX,N
Organizacion De Transportes Aereos,Mexico,MEX,N
Pal Aerolineas,Mexico,MEX,N
Pan-Air,Mexico,MEX,N
Peninter Aerea,Mexico,MEX,N
Perforadora Central,Mexico,MEX,N
Personas Y Pasquetes Por Air,Mexico,MEX,N
Petroleos Mexicanos,Mexico,MEX,N
Pilatus PC-12 Center De Mexico,Mexico,MEX,N
Polar Airlines de Mexico,Mexico,MEX,N
Porteadora De Cosola,Mexico,MEX,N
Potosina Del Aire,Mexico,MEX,N
Promotora Industria Totolapa,Mexico,MEX,N
Publiservicios Aereos,Mexico,MEX,N
Puerto Vallarta Taxi Aereo,Mexico,MEX,N
RA Jet Aeroservicios,Mexico,MEX,N
Republicair,Mexico,MEX,N
Ronso,Mexico,MEX,N
Secretaria de Marina,Mexico,MEX,N
Servicios Aereos San Cristobal,Mexico,MEX,N
Servicios Aereos de Chihuahua Aerochisa,Mexico,MEX,N
Servicios Aereos Del Centro,Mexico,MEX,N
Servicio Tecnico Aero De Mexico,Mexico,MEX,N
Servicios Aereos Luce,Mexico,MEX,N
Servicio Aereo Saltillo,Mexico,MEX,N
Servicios Aeronauticos Integrales,Mexico,MEX,N
Servicios Aereos Especiales De Jalisco,Mexico,MEX,N
Servicios Ejecutivos Continental,Mexico,MEX,N
Servicios Especiales Del Pacifico Jalisco,Mexico,MEX,N
Servicios Privados De Aviacion,Mexico,MEX,N
Servicos De Alquiler,Mexico,MEX,N
Servicios Aeronauticos Aero Personal,Mexico,MEX,N
Servicios Aereos Sunset,Mexico,MEX,N
Servicios De Aerotransportacion De Aguascalientes,Mexico,MEX,N
Sistemas Aeronauuticos 2000,Mexico,MEX,N
Servicios De Transporte Aereo,Mexico,MEX,N
Servicios Aeronauticos De Oriente,Mexico,MEX,N
Servicios Aereos Saar,Mexico,MEX,N
Servicios Aereos Sepecializados Mexicanos,Mexico,MEX,N
Servicios De Taxi Aereo,Mexico,MEX,N
Servicios Aeronauticos Z,Mexico,MEX,N
Servicios Aereos Centrales,Mexico,MEX,N
Servicios Aereos Denim,Mexico,MEX,N
Servicios Aereos Gadel,Mexico,MEX,N
Servicios Aereos Gana,Mexico,MEX,N
Starship,Mexico,MEX,N
Servicios Ejecutivos Gosa,Mexico,MEX,N
Servicios Aereos Ilsa,Mexico,MEX,N
Sky Aeronautical Services,Mexico,MEX,N
Servicios Aereos Ejecutivos De La Laguna,Mexico,MEX,N
Servico Leo Lopex,Mexico,MEX,N
Servicios Aereos Estrella,Mexico,MEX,N
Servicios Aereos Milenio,Mexico,MEX,N
Servicios Aereos Moritani,Mexico,MEX,N
Servicios Aereos MTT,Mexico,MEX,N
Servicios Aereos del Nazas SA de CV,Mexico,MEX,N
Servicios Aereos Latinoamericanos,Mexico,MEX,N
Servicios Aereos Monarrez,Mexico,MEX,N
Servicios Aereos Del Norte,Mexico,MEX,N
Servicios Intergrales De Aviacion,Mexico,MEX,N
Servicios Aereos Noticiosos,Mexico,MEX,N
Servicios Aereos Premier,Mexico,MEX,N
Servicios Aereos Poblanos,Mexico,MEX,N
Servicios Aereos Regiomontanos,Mexico,MEX,N
Servicios De Rampa Y Mostrador,Mexico,MEX,N
Servicios Aereos de Los Angeles,Mexico,MEX,N
Servicios Aereos Slainte,Mexico,MEX,N
Servicios Aereos La Marquesa,Mexico,MEX,N
Servicios Corporativos Aereos De La Laguna,Mexico,MEX,N
Servicios Aereos Palenque,Mexico,MEX,N
Servicios Aereos Tribasa,Mexico,MEX,N
Servicios Aereos Tamazula,Mexico,MEX,N
Servicios Aereos Universitarios,Mexico,MEX,N
Servicios Aereos Avandaro,Mexico,MEX,N
Sirvair,Mexico,MEX,N
SENEAM,Mexico,MEX,N
Servicios Aereos Textra,Mexico,MEX,N
Transportes Aereos Tauro,Mexico,MEX,N
Transportes Aereos de Ixtlan,Mexico,MEX,N
Taxi Aero Nacional Del Evora,Mexico,MEX,N
Transportes Aereos del Pacifico,Mexico,MEX,N
Transportes Aereos Regionales,Mexico,MEX,N
Taxis Turisticos Marakame,Mexico,MEX,N
Transportes Aereos del Mundo Maya,Mexico,MEX,N
Taxis Aereos del Noroeste,Mexico,MEX,N
Taxis Aereos del Pacifico,Mexico,MEX,N
Transportes Aereos Pegaso,Mexico,MEX,N
Transpais Aereo,Mexico,MEX,N
Transportacion Aerea del Norte,Mexico,MEX,N
Taxis Aereos De Parral,Mexico,MEX,N
Transportes Aereo del Sureste,Mexico,MEX,N
Transportes Aereos De Xalapa,Mexico,MEX,N
Transportes La Paz,Mexico,MEX,N
Transportacion Aerea De Queretaro,Mexico,MEX,N
Transportaciones Y Servicios Aereos,Mexico,MEX,N
Transporte Aereo Tecnico Ejecutivo,Mexico,MEX,N
Taxi Aereo Turistico,Mexico,MEX,N
Taxi Aereo Cozatl,Mexico,MEX,N
Taxi Aereo de Mexico,Mexico,MEX,N
Taxis Aereos de Sinaloa,Mexico,MEX,N
Taxirey,Mexico,MEX,N
Transporte Aereo Ernesto Saenz,Mexico,MEX,N
Transporte Ejecutivo Aereo,Mexico,MEX,N
Transportacion Aerea Del Mar De Cortes,Mexico,MEX,N
Transporte Aero MGM,Mexico,MEX,N
Transportes Aereos Amparo,Mexico,MEX,N
Transportes Aereos Mexiquenses,Mexico,MEX,N
Transportes Aereos Sierra,Mexico,MEX,N
Transportes Aereos Sierra Madre,Mexico,MEX,N
Taxi de Veracruz,Mexico,MEX,N
Taxi Aero Del Norte,Mexico,MEX,N
Universal Jet Rental de Mexico,Mexico,MEX,N
Uvavemex,Mexico,MEX,N
Vanguardia en Aviacion en Colima,Mexico,MEX,N
Verataxis,Mexico,MEX,N
Volaris,Mexico,MEX,Y
VZ Flights,Mexico,MEX,N
VIP Servicios Aereos Ejecutivos,Mexico,MEX,N
VIP Empresarial,Mexico,MEX,N
Viajes Ejecutivos Mexicanos,Mexico,MEX,N
Vuelos Especializados Tollocan,Mexico,MEX,N
Vuelos Corporativos de Tehuacan,Mexico,MEX,N
Vuela Bus,Mexico,MEX,N
Xabre Aerolineas,Mexico,MEX,N
Click (Mexicana),Mexico,MEX,Y
MexicanaLink,Mexico,MEX,Y
Red Jet Mexico,Mexico,MEX,Y
Interjet (ABC Aerolineas),Mexico,MEX,Y
Regionalia Mí©xico,Mexico,MEX,Y
All America MX,Mexico,MEX,Y
Air Marshall Islands,Marshall Islands,MHL,Y
Avioimpex A.D.p.o.,Macedonia,MKD,N
Air Vardar,Macedonia,MKD,N
Air Service,Macedonia,MKD,N
Boniair,Macedonia,MKD,N
MAT Macedonian Airlines,Macedonia,MKD,Y
MAT Airways,Macedonia,MKD,Y
Palair Macedonia,Macedonia,MKD,N
Palair Macedonia (3D),Macedonia,MKD,N
African Airlines,Mali,MLI,N
Air Mali International,Mali,MLI,N
Air Mali,Mali,MLI,N
Compagnie Aerienne du Mali,Mali,MLI,N
Mali Air Express,Mali,MLI,N
Mali Airways,Mali,MLI,N
Nas Air,Mali,MLI,N
Sahel Aviation Service,Mali,MLI,N
STA-MALI,Mali,MLI,N
Air Malta,Malta,MLT,Y
Eurojet Limited,Malta,MLT,N
European 2000 Airlines,Malta,MLT,N
Malta Air Charter,Malta,MLT,Y
Malta Wings,Malta,MLT,N
Medavia Company,Malta,MLT,N
Air Mandalay,Burma,MMR,Y
Yangon Airways,Burma,MMR,Y
Asian Wings Airways,Burma,MMR,Y
Air KBZ,Burma,MMR,Y
Yangon Airways Ltd.,Burma,MMR,Y
Golden Myanmar Airlines,Burma,MMR,Y
Mann Yadanarpon Airlines,Burma,MMR,Y
Air Montenegro,Montenegro,MNE,N
Montenegro Airlines,Montenegro,MNE,Y
Aero Mongolia,Mongolia,MNG,N
Central Mongolia Airways,Mongolia,MNG,N
Hangard Aviation,Mongolia,MNG,N
MIAT Mongolian Airlines,Mongolia,MNG,Y
Tengeriyn Ulaach Shine,Mongolia,MNG,N
Trans-Ulgii,Mongolia,MNG,N
Eznis Airways,Mongolia,MNG,Y
Mongolian International Air Lines ,Mongolia,MNG,Y
Air Corridor,Mozambique,MOZ,N
Linhas A,Mozambique,MOZ,Y
Mocambique Expresso,Mozambique,MOZ,N
Servico Aereo Regional,Mozambique,MOZ,N
TTA - Sociedade de Transporte e Trabalho Aereo,Mozambique,MOZ,N
Transairways,Mozambique,MOZ,N
Air Mozambique,Mozambique,MOZ,Y
Air Fret De Mauritanie,Mauritania,MRT,N
Al Rida Airways,Mauritania,MRT,N
Air Mauritanie,Mauritania,MRT,N
Air Ada,Mauritania,MRT,N
Air Amder,Mauritania,MRT,N
Air Soleil,Mauritania,MRT,N
Benane Aviation Corporation,Mauritania,MRT,N
CM Stair,Mauritania,MRT,N
Caravan Air,Mauritania,MRT,N
Cargo Express,Mauritania,MRT,N
Chinguetti Airlines,Mauritania,MRT,N
Compagnie Mauritanienne Des Transports,Mauritania,MRT,N
Des R Cargo Express,Mauritania,MRT,N
Dun'Air,Mauritania,MRT,N
Lignes Mauritaniennes Air Express,Mauritania,MRT,N
Mauria,Mauritania,MRT,N
Mauritanienne Aerienne Et Navale,Mauritania,MRT,N
Mauritanienne Air Fret,Mauritania,MRT,N
Mauritanienne Airways,Mauritania,MRT,N
Mauritanienne De Transport Aerien,Mauritania,MRT,N
Ocean Air,Mauritania,MRT,Y
Regional Air,Mauritania,MRT,N
Societe De Transport Aerien De Mauritanie,Mauritania,MRT,N
Stella Aviation,Mauritania,MRT,N
Servicios Aereos Corporativos,Mauritania,MRT,N
Societe Tout Tranport Mauritanien,Mauritania,MRT,N
TRAM,Mauritania,MRT,N
TAR Interpilot,Mauritania,MRT,N
Transport Aerien de Mauritanie,Mauritania,MRT,N
Trading Air Cargo,Mauritania,MRT,N
Trans Reco,Mauritania,MRT,N
West African Cargo Airlines,Mauritania,MRT,N
Zenmour Airlines,Mauritania,MRT,N
Mauritania Airways,Mauritania,MRT,Y
Mauritania Airlines International,Mauritania,MRT,Y
Montserrat Airways,Montserrat,MSR,N
Air Mauritius,Mauritius,MUS,Y
IBL Aviation,Mauritius,MUS,N
Catovair,Mauritius,MUS,Y
Air Malawi,Malawi,MWI,Y
Malawi Express,Malawi,MWI,N
Mbach Air,Malawi,MWI,N
Nyasa Express,Malawi,MWI,N
Malawian Airlines,Malawi,MWI,Y
AirAsia,Malaysia,MYS,Y
Berjaya Air,Malaysia,MYS,Y
Firefly,Malaysia,MYS,Y
AirAsia X,Malaysia,MYS,Y
Layang-Layang Aerospace,Malaysia,MYS,N
Malaysia Airlines,Malaysia,MYS,Y
Mofaz Air,Malaysia,MYS,N
Pan Malaysian Air Transport,Malaysia,MYS,N
Royal Malaysian Air Force,Malaysia,MYS,N
Sabah Air,Malaysia,MYS,N
Transmile Air Services,Malaysia,MYS,N
Malaysia Wings,Malaysia,MYS,Y
Pelangi ,Malaysia,MYS,N
Malindo Air,Malaysia,MYS,Y
Air Namibia,Namibia,NAM,Y
COMAV,Namibia,NAM,N
Cardolaar,Namibia,NAM,N
International SOS WIndhoek,Namibia,NAM,N
Namibia Commerical Aviation,Namibia,NAM,N
Namibian Defence Force,Namibia,NAM,N
Nomad Aviation,Namibia,NAM,N
Red Sky Ventures,Namibia,NAM,N
Scenic Air,Namibia,NAM,N
Westair Aviation,Namibia,NAM,N
South West Africa Territory Force,Namibia,NAM,N
Air Niamey,Niger,NER,N
Point Afrique Niger,Niger,NER,N
Sahel Airlines,Niger,NER,N
Arik Niger,Niger,NER,Y
ADC Airlines,Nigeria,NGA,N
Air Nigeria,Nigeria,NGA,N
Africa Chartered Services,Nigeria,NGA,N
Allied Air,Nigeria,NGA,N
Amiya Airline,Nigeria,NGA,N
Air Atlantic (Nig) Limited,Nigeria,NGA,N
Afro International Ent. Limited,Nigeria,NGA,N
Arik Air,Nigeria,NGA,N
Amako Airlines,Nigeria,NGA,N
Air Midwest,Nigeria,NGA,N
Afrijet Airlines,Nigeria,NGA,N
Ambjek Air Services,Nigeria,NGA,N
Al-Donas Airlines,Nigeria,NGA,N
Al-Dawood Air,Nigeria,NGA,N
Air Meridan,Nigeria,NGA,N
Albarka Air,Nigeria,NGA,N
Aero Contractors,Nigeria,NGA,Y
Associated Aviation,Nigeria,NGA,N
A-Safar Air Services,Nigeria,NGA,N
Bristow Helicopters Nigeria,Nigeria,NGA,N
Bellview Airlines,Nigeria,NGA,Y
Bakoji Airlines Services,Nigeria,NGA,N
Capital Airlines Limited,Nigeria,NGA,N
Caverton Helicopters,Nigeria,NGA,N
Chanchangi Airlines,Nigeria,NGA,N
Comet Airlines,Nigeria,NGA,N
Dala Air Services,Nigeria,NGA,N
Dornier Aviation Nigeria,Nigeria,NGA,N
Executive Airlines Services,Nigeria,NGA,N
Earth Airlines Services,Nigeria,NGA,N
Easy Link Aviation Services,Nigeria,NGA,N
Eco Air,Nigeria,NGA,N
Embassy Airlines,Nigeria,NGA,N
Empire Aviation Services,Nigeria,NGA,N
Falcon Airline,Nigeria,NGA,N
Fayban Air Services,Nigeria,NGA,N
Freedom Air Services,Nigeria,NGA,N
Fresh Air,Nigeria,NGA,N
Global Air Services Nigeria,Nigeria,NGA,N
Hak Air,Nigeria,NGA,N
Havilah Air Services,Nigeria,NGA,N
IRS Airlines,Nigeria,NGA,N
Interguide Air,Nigeria,NGA,N
International Trans-Air,Nigeria,NGA,N
Kabo Air,Nigeria,NGA,N
Kelix Air,Nigeria,NGA,N
Knights Airlines,Nigeria,NGA,N
Koda International,Nigeria,NGA,N
Marghi Air,Nigeria,NGA,N
Merchant Express Aviation,Nigeria,NGA,N
Meridian Airlines,Nigeria,NGA,N
Millennium Air,Nigeria,NGA,N
Network Aviation Services,Nigeria,NGA,N
Nexus Aviation,Nigeria,NGA,N
Nicon Airways,Nigeria,NGA,N
Nigeria Airways,Nigeria,NGA,N
Nigerian Air Force,Nigeria,NGA,N
Nigerian Global,Nigeria,NGA,N
North-East Airlines,Nigeria,NGA,N
Okada Airlines,Nigeria,NGA,N
Oriental Airlines,Nigeria,NGA,N
Overland Airways,Nigeria,NGA,Y
Point Airlines,Nigeria,NGA,N
Premium Air Shuttle,Nigeria,NGA,N
River State Government of Nigeria,Nigeria,NGA,N
Rodze Air,Nigeria,NGA,N
Rumugu Air & Space Nigeria,Nigeria,NGA,N
Selcon Airlines,Nigeria,NGA,N
Slim Aviation Services,Nigeria,NGA,N
Sky Exec Aviation Services,Nigeria,NGA,N
Skypower Express Airways,Nigeria,NGA,N
Shalom Air Services,Nigeria,NGA,N
Sosoliso Airlines,Nigeria,NGA,N
Slok Air,Nigeria,NGA,N
Salama Airlines Nigeria,Nigeria,NGA,N
SMA Airlines,Nigeria,NGA,N
Skyline,Nigeria,NGA,N
Savanah Airlines,Nigeria,NGA,N
Space World Airline,Nigeria,NGA,N
Trans-Air Services,Nigeria,NGA,N
Triple O Aviation,Nigeria,NGA,N
Trans Sahara Air,Nigeria,NGA,N
Vision Airlines,Nigeria,NGA,N
Virgin Nigeria Airways,Nigeria,NGA,Y
Dana Air,Nigeria,NGA,Y
Aerosegovia,Nicaragua,NIC,N
Central American Airlines,Nicaragua,NIC,N
Nicaraguense De Aviacion,Nicaragua,NIC,N
Servicios Aereos De Nicaragua (SANSA),Nicaragua,NIC,N
Air Transport Schiphol,Netherlands,NLD,N
Air Exel,Netherlands,NLD,Y
Airshop,Netherlands,NLD,N
Air Service Groningen,Netherlands,NLD,N
Air Charters Eelde,Netherlands,NLD,N
Arkefly,Netherlands,NLD,Y
Bright Air,Netherlands,NLD,N
BASE Regional Airlines,Netherlands,NLD,N
CHC Airways,Netherlands,NLD,N
Caribbean Air Transport,Netherlands,NLD,N
Cowi,Netherlands,NLD,N
Denim Air,Netherlands,NLD,Y
Dutchbird,Netherlands,NLD,N
Dynamic Air,Netherlands,NLD,N
Fairlines,Netherlands,NLD,N
Farnair Netherlands,Netherlands,NLD,N
Flexair,Netherlands,NLD,N
Fokker,Netherlands,NLD,N
Freeway Air,Netherlands,NLD,N
Heli-Holland,Netherlands,NLD,N
Interstate Airline,Netherlands,NLD,N
Jetlink Holland,Netherlands,NLD,N
KLM Cityhopper,Netherlands,NLD,Y
KLM Helicopter,Netherlands,NLD,N
